id,height,area,mz,rt,fermo:active,fermo:samples,fermo:samples:count,fermo:isblank,fermo:networks:modified_cosine:network_id,fermo:networks:ms2deepscore:network_id,fermo:phenotype:assay:CHIKV,fermo:annotation:adducts,fermo:annotation:matches:ms2query_annotation
18,24070000.0,4913000.0,777.29543,7.3119,true,140221_ME_14_5.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,0.0,0.0,,[M+Na]+(partner_ID=24;adduct=[M+H]+;m/z=755.31157),'13_-hydroxyterracinolide G'(score=0.9422;algorithm=ms2query;diff_mz=0.0004)
19,7643000.0,1494000.0,694.28678,7.6342,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,,,,[M+H]+(partner_ID=22;adduct=[M+1+H]+;m/z=695.29015)|[M+H]+(partner_ID=17;adduct=[M+1+H]+;m/z=695.29016)|[M+H]+(partner_ID=34;adduct=[M+3+H]+;m/z=697.30263),
20,824800.0,187300.0,547.21552,7.6319,false,,,,,,,,
21,516900.0,167400.0,687.2941,7.5451,true,140221_ME_14_11.mzML|140221_ME_14_8.mzML|140221_ME_14_12.mzML,3.0,,4.0,1.0,,,
22,13350000.0,2904000.0,695.29015,7.7257,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,[M+1+H]+(partner_ID=19;adduct=[M+H]+;m/z=694.28678)|[M+1+H]+(partner_ID=36;adduct=[M+H]+;m/z=694.28676)|[M+1+H]+(partner_ID=47;adduct=[M+H]+;m/z=694.28674)|[M+H]+(partner_ID=34;adduct=[M+2+H]+;m/z=697.30263),'Nomilinic acid 17-glucoside'(score=0.916;algorithm=ms2query;diff_mz=0.0001)
23,19600000.0,4173000.0,635.26731,7.6247,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_13.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,0.0,0.0,,,'euphodendroidin F'(score=0.8226;algorithm=ms2query;diff_mz=88.0277)
24,4140000.0,802900.0,755.31157,7.6624,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,,,,[M+H]+(partner_ID=18;adduct=[M+Na]+;m/z=777.29543)|[M+H]+(partner_ID=25;adduct=[M+Na]+;m/z=777.29581),
25,24070000.0,6435000.0,777.29581,7.6289,true,140221_ME_14_5.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,0.0,0.0,,[M+Na]+(partner_ID=24;adduct=[M+H]+;m/z=755.31157),'13_-hydroxyterracinolide G'(score=0.9415;algorithm=ms2query;diff_mz=0.0008)
26,4411000.0,1243000.0,800.36619,7.6552,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,,,,,
27,622700.0,227600.0,793.26631,7.707,false,,,,,,,,
28,1558000.0,337500.0,773.33974,7.6104,false,,,,,,,,
29,21020000.0,4315000.0,722.31524,7.6231,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,5.0,0.0,,,'Axinastatin 1'(score=0.7184;algorithm=ms2query;diff_mz=31.1138)
30,2078000.0,412000.0,744.29716,7.7028,false,,,,,,,,
31,665400.0,122400.0,649.2842,7.7173,false,,,,,,,,
32,5676000.0,1171000.0,675.26243,7.7602,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,,"'(2R,3R,4S,5R,7S,8R,9S,13R,15R)-3,5,7,9,14,15-Hexaacetoxy-8-hydroxy-14-oxojatropha-6(17),11E-diene / jatrophane ester isolated from Euphorbia amygdaloides ssp semiperfoliata'(score=0.8966;algorithm=ms2query;diff_mz=0.0014)"
33,28020000.0,5726000.0,680.30098,7.7012,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_11.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,,"'(3S,4S,21R)-14-Ethyl-9-(hydroxymethyl)-21-(methoxycarbonyl)-4,8,13,18-tetramethyl-20-oxo-3-phorbinepropanoic acid'(score=0.7174;algorithm=ms2query;diff_mz=83.031)"
34,10480000.0,2146000.0,697.30263,7.8154,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,0.0,0.0,,[M+H]+(partner_ID=35;adduct=[M+Na]+;m/z=719.28789)|[M+2+H]+(partner_ID=17;adduct=[M+H]+;m/z=695.29016)|[M+2+H]+(partner_ID=22;adduct=[M+H]+;m/z=695.29015)|[M+3+H]+(partner_ID=19;adduct=[M+H]+;m/z=694.28678)|[M+3+H]+(partner_ID=36;adduct=[M+H]+;m/z=694.28676),"'7-O-acetyl-5,14-O-dibenzoyl-3-propanoyl-13,17-oxypremyrsinol'(score=0.8661;algorithm=ms2query;diff_mz=0.0036)"
35,7533000.0,1817000.0,719.28789,7.8949,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,0.0,0.0,,[M+Na]+(partner_ID=34;adduct=[M+H]+;m/z=697.30263),'euphodendroidin M'(score=0.8426;algorithm=ms2query;diff_mz=74.0581)
36,7643000.0,1520000.0,694.28676,7.9283,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,6.0,0.0,,[M+H]+(partner_ID=22;adduct=[M+1+H]+;m/z=695.29015)|[M+H]+(partner_ID=34;adduct=[M+3+H]+;m/z=697.30263),'euphodendroidin L'(score=0.8226;algorithm=ms2query;diff_mz=71.0232)
37,2512000.0,683100.0,733.26596,7.9639,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,,,,,
38,4672000.0,935900.0,658.28328,7.9462,true,140221_ME_14_16.mzML|140221_ME_14_13.mzML|140221_ME_14_17.mzML|140221_LF420101_4.mzML,4.0,,0.0,0.0,,,
39,426800.0,109100.0,718.30472,7.8772,false,,,,,,,,
40,4676000.0,1694000.0,549.24335,8.0496,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML,7.0,,0.0,0.0,,[M+Na]+(partner_ID=64;adduct=[M+H]+;m/z=527.26279),"'putative ""12b-O-[deca-2Z,4E,6E-trienoyl]-13_-isobutyroyloxy-4b-deoxyphorbol"" or putative isomer'(score=0.8217;algorithm=ms2query;diff_mz=40.0677)"
41,541500.0,79880.0,807.33691,8.3065,false,,,,,,,,
42,1038000.0,348400.0,777.29601,8.1192,false,,,,,,,,
43,2916000.0,660600.0,673.28407,8.3079,true,140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,4.0,,7.0,0.0,,,'euphodendroidin F'(score=0.8226;algorithm=ms2query;diff_mz=50.0109)
44,268700000.0,59800000.0,736.29614,8.4152,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,[M+H]+(partner_ID=45;adduct=[M+Na]+;m/z=758.27828)|[M+H]+(partner_ID=83;adduct=[M+1+H]+;m/z=737.30116),'euphodendroidin P'(score=0.9385;algorithm=ms2query;diff_mz=0.0009)
45,6137000.0,1823000.0,758.27828,8.377,true,140221_ME_14_16.mzML|140221_ME_14_12.mzML|140221_ME_14_17.mzML|140221_LF420101_4.mzML,4.0,,,,,[M+Na]+(partner_ID=44;adduct=[M+H]+;m/z=736.29614),
46,26430000.0,5534000.0,714.29192,8.418,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,8.0,0.0,,,
47,20210000.0,4423000.0,694.28674,8.4302,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,0.0,0.0,,[M+H]+(partner_ID=22;adduct=[M+1+H]+;m/z=695.29015),'3.10S-Hydroxypheophorbide a'(score=0.8217;algorithm=ms2query;diff_mz=85.0147)
48,5893000.0,1220000.0,688.33232,8.6482,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,9.0,0.0,,,'Nodulisporic Acid A'(score=0.7174;algorithm=ms2query;diff_mz=7.9373)
49,662900.0,267000.0,762.36605,8.5794,false,,,,,,,,
50,4867000.0,1051000.0,791.30514,8.7638,true,140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,4.0,,0.0,0.0,,,
51,4925000.0,1005000.0,688.33227,8.7795,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,,'Acetylaconitine'(score=0.9557;algorithm=ms2query;diff_mz=0.0005)
52,1536000.0,341600.0,710.31123,8.7989,false,,,,,,,,
53,66290000.0,15130000.0,744.32004,8.8807,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,,
54,848300.0,142700.0,411.15838,8.9942,false,,,,,,,,
55,1134000.0,237900.0,631.27446,9.024,false,,,,,,,,
56,4867000.0,861500.0,791.30554,8.8695,true,140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,4.0,,,,,,
57,2671000.0,580800.0,653.25375,9.066,false,,,,,,,,
58,243500.0,76350.0,693.3118,9.2717,false,,,,,,,,
59,82930000.0,20250000.0,714.27597,9.166,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,10.0,2.0,,,"'5,15-O-diacetyl-14-O-benzoyl-7-O-nicotinyl-3-O-propanoylmyrsinol'(score=0.8226;algorithm=ms2query;diff_mz=24.013)"
60,321300.0,71790.0,714.33509,9.1693,false,,,,,,,,
61,225400.0,105600.0,758.35693,9.3276,false,,,,,,,,
62,52310000.0,15550000.0,703.29041,9.3083,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,[M+Na]+(partner_ID=66;adduct=[M+H]+;m/z=681.31),"'2,3,5,7,15-pentaacetoxy-8-tigloyloxy-9,14-dioxojatropha-6(17),11E-diene'(score=0.8226;algorithm=ms2query;diff_mz=9.9876)"
63,325100.0,90070.0,742.36341,9.3345,false,,,,,,,,
64,3286000.0,826500.0,527.26279,9.2429,true,140221_ME_14_17.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_ME_14_14.mzML,4.0,,11.0,0.0,,[M+H]+(partner_ID=40;adduct=[M+Na]+;m/z=549.24335),
65,3073000.0,696200.0,675.29667,9.2524,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,,,,,
66,22150000.0,4999000.0,681.31,9.3199,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,3.0,,,,,[M+H]+(partner_ID=70;adduct=[M+Na]+;m/z=703.29049)|[M+H]+(partner_ID=62;adduct=[M+Na]+;m/z=703.29041),
67,9740000.0,2032000.0,383.16527,9.2958,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,12.0,0.0,,[M+4+2H]2+(partner_ID=90;adduct=[M+H]+;m/z=761.30147),'Ambiguine_F_isonitrile'(score=0.8061;algorithm=ms2query;diff_mz=72.0497)
68,770800.0,178600.0,865.34277,9.4621,false,,,,,,,,
69,3312000.0,777000.0,433.17373,9.3432,true,140221_ME_14_17.mzML|140221_LF420101_4.mzML,2.0,,,,,,
70,52310000.0,16480000.0,703.29049,9.3795,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,[M+Na]+(partner_ID=66;adduct=[M+H]+;m/z=681.31),"'""3,5,7,10,15-O-pentacetyl-2-O-benzoyl-14-oxo-10,18-dihydromyrsinol ""'(score=0.8426;algorithm=ms2query;diff_mz=31.9745)"
71,859500.0,282200.0,752.28783,9.4598,false,,,,,,,,
72,4070000.0,1677000.0,726.3666,9.3971,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,,,,,
73,25910000.0,6211000.0,621.29088,9.4665,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_11.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,0.0,0.0,,,"'1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-13-[(2-methylpropanoyl)oxy]-5-oxotetracyclo[8.5.0.0²,⁶.0¹¹,¹³]pentadeca-3,8-dien-14-yl (2E)-2-methylbut-2-enoate'(score=0.8634;algorithm=ms2query;diff_mz=82.0294)"
74,2845000.0,935400.0,656.26836,9.5033,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,6.0,0.0,,,'euphodendroidin O'(score=0.8226;algorithm=ms2query;diff_mz=59.0046)
75,11690000.0,2554000.0,778.30113,9.6557,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,0.0,0.0,,,'euphodendroidin L'(score=0.8226;algorithm=ms2query;diff_mz=12.9911)
76,2403000.0,592600.0,655.27595,9.5958,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,0.0,0.0,,,"'(2R,3R,4S,5R,7S,8R,9S,13R,15R)-3,5,7,8,9,14,15-Heptaacetoxy-14-oxojatropha-6(17),11E-diene / jatrophane ester isolated from Euphorbia amygdaloides ssp semiperfoliata'(score=0.8226;algorithm=ms2query;diff_mz=61.997)"
77,20900000.0,4434000.0,732.358,9.5948,true,140221_ME_14_16.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_LF420101_4.mzML,4.0,,13.0,0.0,,,
78,793000.0,206000.0,631.21524,9.6238,true,140221_ME_14_13.mzML|140221_ME_14_12.mzML,2.0,,,,,,
79,3737000.0,899800.0,615.23916,9.63,true,140221_ME_14_13.mzML|140221_ME_14_12.mzML|140221_LF420101_4.mzML,3.0,,14.0,0.0,,,'euphodendroidin J'(score=0.8217;algorithm=ms2query;diff_mz=78.0448)
80,73610000.0,17300000.0,677.27915,9.6565,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_13.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,0.0,0.0,,[M+H]+(partner_ID=88;adduct=[M+2+H]+;m/z=679.28968),'euphodendroidin N'(score=0.8226;algorithm=ms2query;diff_mz=80.0049)
81,1121000.0,484400.0,835.27753,9.5969,false,,,,,,,,
82,36220000.0,12050000.0,819.30404,9.6688,true,140221_ME_14_5.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,0.0,0.0,,,'13_-hydroxyterracinolide B'(score=0.8917;algorithm=ms2query;diff_mz=0.001)
83,27760000.0,6481000.0,737.30116,9.6966,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_13.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,0.0,0.0,,[M+1+H]+(partner_ID=44;adduct=[M+H]+;m/z=736.29614)|[M+H2O+H]+(partner_ID=126;adduct=[M+H]+;m/z=719.2879)|[M+H]+(partner_ID=92;adduct=[M+2+H]+;m/z=739.31796),'euphodendroidin M'(score=0.824;algorithm=ms2query;diff_mz=56.0448)
84,1261000.0,264300.0,670.32116,9.7965,false,,,,,,,,
85,32170000.0,7089000.0,688.33219,9.7195,true,140221_ME_14_16.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_LF420101_4.mzML,4.0,,15.0,0.0,,,
86,4418000.0,1110000.0,400.15509,9.7773,true,140221_ME_14_16.mzML|140221_ME_14_12.mzML|140221_ME_14_17.mzML|140221_LF420101_4.mzML,4.0,,16.0,0.0,,[M+H]+(partner_ID=98;adduct=[M+4+H]+;m/z=404.16996),'euphodendroidin M'(score=0.7484;algorithm=ms2query;diff_mz=393.1909)
87,1809000.0,431900.0,651.30167,9.8296,false,,,,,,,,
88,7188000.0,1618000.0,679.28968,9.7517,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_13.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,,,,[M+2+H]+(partner_ID=80;adduct=[M+H]+;m/z=677.27915),
89,65400000.0,15440000.0,758.29996,9.8576,true,140221_ME_14_16.mzML|140221_ME_14_13.mzML|140221_ME_14_17.mzML|140221_LF420101_4.mzML,4.0,,0.0,0.0,,[M+H]+(partner_ID=90;adduct=[M+3+H]+;m/z=761.30147),'euphodendroidin O'(score=0.8426;algorithm=ms2query;diff_mz=43.027)
90,14770000.0,4040000.0,761.30147,9.8528,true,140221_ME_14_5.mzML|140221_ME_14_12.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,9.0,,0.0,0.0,true,[M+Na]+(partner_ID=92;adduct=[M+H]+;m/z=739.31796)|[M+H]+(partner_ID=67;adduct=[M+4+2H]2+;m/z=383.16527)|[M+3+H]+(partner_ID=89;adduct=[M+H]+;m/z=758.29996),'terracinolide C'(score=0.8917;algorithm=ms2query;diff_mz=0.0015)
91,4224000.0,916800.0,790.36346,9.8645,true,140221_ME_14_16.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_LF420101_4.mzML,4.0,,17.0,0.0,,,
92,20690000.0,4701000.0,739.31796,9.8788,true,140221_ME_14_14.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,8.0,,18.0,0.0,,[M+H]+(partner_ID=90;adduct=[M+Na]+;m/z=761.30147)|[M+2+H]+(partner_ID=83;adduct=[M+H]+;m/z=737.30116),"'3,5,7,8,15-pentaacetoxy-2-hydroxy-9,14-dioxojatropha-6(17),11E-diene'(score=0.7205;algorithm=ms2query;diff_mz=108.084)"
93,2076000.0,442700.0,705.2515,9.9358,true,140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,4.0,,,,,,
94,7840000.0,1621000.0,830.35686,9.9874,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,,,,,
95,8732000.0,2496000.0,711.32027,10.03,true,140221_ME_14_7.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,19.0,0.0,,[M+H]+(partner_ID=127;adduct=[M+3+H]+;m/z=714.33294),'euphodendroidin M'(score=0.824;algorithm=ms2query;diff_mz=82.0257)
96,17000000.0,4016000.0,793.32691,10.0004,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,0.0,0.0,,,'euphodendroidin K'(score=0.8426;algorithm=ms2query;diff_mz=0.0141)
97,1445000.0,314200.0,761.31296,9.9723,false,,,,,,,,
98,5071000.0,1203000.0,404.16996,10.0995,true,140221_ME_14_17.mzML|140221_LF420101_4.mzML,2.0,,20.0,0.0,,[M+4+H]+(partner_ID=86;adduct=[M+H]+;m/z=400.15509),'euphodendroidin Q'(score=0.7478;algorithm=ms2query;diff_mz=437.148)
99,8191000.0,1888000.0,772.31701,10.1246,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_LF420101_4.mzML,3.0,,0.0,0.0,,,'euphodendroidin K'(score=0.8426;algorithm=ms2query;diff_mz=21.03)
100,4433000.0,1110000.0,433.17352,10.1927,true,140221_ME_14_17.mzML|140221_LF420101_4.mzML,2.0,,,,,,
101,29930000.0,7047000.0,722.31365,10.1908,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_13.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,21.0,0.0,,[M+H]+(partner_ID=114;adduct=[M+1+H]+;m/z=723.32106),
102,15630000.0,3381000.0,664.31205,10.1956,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_12.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,22.0,3.0,,,'Nodulisporic Acid C'(score=0.8187;algorithm=ms2query;diff_mz=4.1189)
103,1326000.0,288100.0,545.23778,10.3337,false,,,,,,,,
104,700200.0,178400.0,770.35765,10.1359,false,,,,,,,,
105,1443000.0,291400.0,742.32801,10.1375,false,,,,,,,,
106,1564000.0,388800.0,305.15645,10.2624,true,140221_ME_14_7.mzML|140221_ME_14_8.mzML|140221_ME_14_6.mzML|140221_ME_14_9.mzML|140221_ME_14_5.mzML|140221_ME_14_10.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_ME_14_14.mzML,10.0,,23.0,4.0,,,
107,750500.0,181100.0,595.28562,10.3238,true,140221_ME_14_16.mzML|140221_ME_14_11.mzML|140221_ME_14_12.mzML|140221_ME_14_15.mzML,4.0,,0.0,5.0,,,"'""12b-O-[deca-2Z,4E-dienoyl]-13_-isobutyroyloxy-4b-deoxyphorbol ""'(score=0.8217;algorithm=ms2query;diff_mz=3.9586)"
108,6554000.0,1504000.0,605.25967,10.3618,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,,,,,
109,3859000.0,860500.0,563.24742,10.3525,true,140221_ME_14_17.mzML|140221_ME_14_16.mzML|140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_LF420101_4.mzML,5.0,,,,,,
110,8844000.0,1913000.0,747.28137,10.3812,true,140221_ME_14_15.mzML|140221_ME_14_17.mzML|140221_ME_14_11.mzML|140221_ME_14_14.mzML|140221_LF420101_4.mzML|140221_ME_14_16.mzML,6.0,,0.0,0.0,,,
111,8463000.0,1972000.0,713.27652,10.391,true,140221_ME_14_14.mzML|140221_ME_14_15.mzML|140221_ME_14_13.mzML|140221_ME_14_11.mzML|140221_LF420101_4.mzML|140221_ME_14_17.mzML|140221_ME_14_16.mzML,7.0,,0.0,0.0,,,"'2,3,5,7,15-pentaacetoxy-8-tigloyloxy-9,14-dioxojatropha-6(17),11E-diene'(score=0.8966;algorithm=ms2query;diff_mz=0.0015)"
112,424600.0,102800.0,818.39361,10.3711,false,,,,,,,,
